,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
23740,Chennai Super Kings,Rajasthan Royals,Chennai,41,20,6,175,8.0,12.3,0
23741,Kings XI Punjab,Mumbai Indians,Visakhapatnam,98,99,1,124,7.4,5.9,1
23742,Kings XI Punjab,Deccan Chargers,Hyderabad,131,103,0,164,11.6,7.6,1
23743,Mumbai Indians,Kolkata Knight Riders,Mumbai,136,122,0,140,-12.0,6.7,0
23744,Kings XI Punjab,Kolkata Knight Riders,Kolkata,106,71,1,200,11.5,9.0,1
23745,Chennai Super Kings,Delhi Daredevils,Delhi,168,115,0,185,20.4,8.8,1
23746,Deccan Chargers,Royal Challengers Bangalore,Bangalore,29,26,2,156,8.1,6.7,0
23747,Chennai Super Kings,Kings XI Punjab,Cuttack,72,18,4,231,9.4,24.0,0
23748,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,19,22,4,139,7.3,5.2,1
23749,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,157,111,0,178,14.0,8.5,0
23750,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,2,29,3,154,10.0,0.4,1
23751,Delhi Capitals,Mumbai Indians,Delhi,127,97,0,168,10.7,7.9,0
23752,Kolkata Knight Riders,Mumbai Indians,Kolkata,75,35,3,182,7.6,12.9,0
23753,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,61,28,4,193,8.6,13.1,0
23754,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,40,63,2,120,8.4,3.8,1
23755,Gujarat Titans,Delhi Capitals,Ahmedabad,93,75,4,130,4.9,7.4,0
23756,Rajasthan Royals,Kolkata Knight Riders,Mumbai,164,113,1,191,23.1,8.7,0
23757,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,160,100,1,178,5.4,9.6,1
23758,Mumbai Indians,Kolkata Knight Riders,Mumbai,123,108,0,147,12.0,6.8,1
23759,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,128,102,1,174,15.3,7.5,0
23760,Kolkata Knight Riders,Chennai Super Kings,Chennai,64,58,1,153,8.6,6.6,0
23761,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,58,58,3,138,7.7,6.0,1
23762,Mumbai Indians,Sunrisers Hyderabad,Mumbai,54,31,4,193,9.4,10.5,0
23763,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,136,72,3,212,9.5,11.3,1
23764,Royal Challengers Bangalore,Rajasthan Royals,Dubai,70,65,2,149,8.6,6.5,1
23765,Mumbai Indians,Royal Challengers Bangalore,Bangalore,128,81,3,171,6.6,9.5,1
23766,Gujarat Titans,Mumbai Indians,Mumbai,157,106,0,177,8.6,8.9,0
23767,Kolkata Knight Riders,Deccan Chargers,Kolkata,87,96,3,110,5.8,5.4,1
23768,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,169,106,1,205,15.4,9.6,1
23769,Kolkata Knight Riders,Mumbai Indians,Mumbai,99,55,4,170,6.6,10.8,0
23770,Kolkata Knight Riders,Delhi Daredevils,Delhi,122,65,4,177,6.0,11.3,0
23771,Royal Challengers Bangalore,Mumbai Indians,Mumbai,172,100,1,213,12.3,10.3,0
23772,Rajasthan Royals,Gujarat Titans,Mumbai,98,61,5,192,9.6,9.6,0
23773,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,209,117,0,218,18.0,10.7,0
23774,Delhi Daredevils,Kolkata Knight Riders,Mumbai,129,104,1,166,13.9,7.4,1
23775,Mumbai Indians,Rajasthan Royals,Mumbai,127,71,2,212,10.4,10.7,1
23776,Kolkata Knight Riders,Rajasthan Royals,Durban,56,58,5,101,4.4,5.8,1
23777,Rajasthan Royals,Chennai Super Kings,Centurion,72,40,4,164,6.9,10.8,0
23778,Chennai Super Kings,Delhi Daredevils,Delhi,48,33,1,178,9.0,8.7,1
23779,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,116,101,1,143,8.5,6.9,0
23780,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,26,28,5,128,6.7,5.6,1
23781,Mumbai Indians,Sunrisers Hyderabad,Mumbai,9,6,7,193,9.7,9.0,0
23782,Kolkata Knight Riders,Delhi Capitals,Kolkata,98,99,0,153,15.7,5.9,1
23783,Chennai Super Kings,Rajasthan Royals,Chennai,127,76,1,211,11.5,10.0,0
23784,Royal Challengers Bangalore,Deccan Chargers,Nagpur,119,96,1,151,8.0,7.4,0
23785,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,50,17,5,163,6.6,17.6,0
23786,Delhi Daredevils,Kolkata Knight Riders,Kolkata,181,124,0,181,-0.0,8.8,0
23787,Royal Challengers Bangalore,Delhi Daredevils,Johannesburg,33,37,3,134,7.3,5.4,1
23788,Deccan Chargers,Rajasthan Royals,Hyderabad,32,44,3,126,7.4,4.4,1
23789,Rajasthan Royals,Delhi Daredevils,Jaipur,100,84,0,154,9.0,7.1,1
23790,Kolkata Knight Riders,Kings XI Punjab,Kolkata,57,41,4,183,9.6,8.3,1
23791,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,213,113,1,222,7.7,11.3,0
23792,Royal Challengers Bangalore,Delhi Capitals,Delhi,82,55,3,187,9.7,8.9,0
23793,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,166,113,0,181,12.9,8.8,0
23794,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,37,27,4,169,8.5,8.2,0
23795,Rajasthan Royals,Royal Challengers Bangalore,Centurion,73,89,1,105,6.2,4.9,1
23796,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,64,35,3,189,8.8,11.0,0
23797,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,108,78,2,174,9.4,8.3,1
23798,Delhi Capitals,Mumbai Indians,Mumbai,74,48,5,177,8.6,9.2,1
23799,Mumbai Indians,Kolkata Knight Riders,Mumbai,123,106,0,155,13.7,7.0,1
23800,Mumbai Indians,Gujarat Titans,Ahmedabad,107,82,2,168,9.6,7.8,0
23801,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,87,66,1,175,9.8,7.9,1
23802,Sunrisers Hyderabad,Delhi Capitals,Mumbai,54,25,6,207,9.7,13.0,0
23803,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,72,64,2,150,8.4,6.8,0
23804,Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,73,63,2,155,8.6,7.0,1
23805,Royal Challengers Bangalore,Mumbai Indians,Mumbai,28,34,2,151,8.6,4.9,1
23806,Lucknow Super Giants,Chennai Super Kings,Mumbai,203,116,0,210,10.5,10.5,1
23807,Chennai Super Kings,Royal Challengers Bangalore,Chennai,55,55,2,161,9.8,6.0,1
23808,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,186,97,3,212,6.8,11.5,1
23809,Rajasthan Royals,Gujarat Titans,Mumbai,127,91,2,192,13.4,8.4,0
23810,Mumbai Indians,Chennai Super Kings,Chennai,68,34,7,165,6.8,12.0,0
23811,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,45,24,4,171,7.9,11.2,0
23812,Delhi Daredevils,Deccan Chargers,Delhi,85,63,4,145,6.3,8.1,0
23813,Delhi Daredevils,Chennai Super Kings,Chennai,99,78,3,150,7.3,7.6,0
23814,Delhi Daredevils,Mumbai Indians,Mumbai,60,46,4,162,8.3,7.8,0
23815,Rajasthan Royals,Deccan Chargers,Hyderabad,184,103,1,214,10.6,10.7,1
23816,Mumbai Indians,Chennai Super Kings,Delhi,104,48,3,218,9.5,13.0,1
23817,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,61,84,2,130,11.5,4.4,1
23818,Delhi Capitals,Kings XI Punjab,Chandigarh,140,107,1,166,12.0,7.9,0
23819,Delhi Capitals,Rajasthan Royals,Jaipur,15,15,4,191,10.1,6.0,1
23820,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,91,90,0,147,11.2,6.1,1
23821,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,32,29,4,139,7.1,6.6,1
23822,Delhi Daredevils,Kings XI Punjab,Delhi,46,45,4,136,7.2,6.1,1
23823,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,105,83,2,150,7.3,7.6,0
23824,Royal Challengers Bangalore,Mumbai Indians,Mumbai,78,23,6,213,8.4,20.3,0
23825,Mumbai Indians,Deccan Chargers,Mumbai,57,81,2,100,6.6,4.2,1
23826,Rajasthan Royals,Deccan Chargers,Hyderabad,39,34,2,137,6.8,6.9,1
23827,Rajasthan Royals,Chennai Super Kings,Chennai,66,40,5,157,6.8,9.9,0
23828,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,65,40,4,226,12.1,9.8,0
23829,Delhi Capitals,Chennai Super Kings,Mumbai,175,117,1,179,8.0,9.0,1
23830,Kolkata Knight Riders,Delhi Daredevils,Delhi,107,78,3,168,8.7,8.2,1
23831,Kings XI Punjab,Kolkata Knight Riders,Kolkata,8,8,8,164,8.4,6.0,0
23832,Kings XI Punjab,Deccan Chargers,Chandigarh,190,124,0,190,-0.0,9.2,1
23833,Delhi Daredevils,Royal Challengers Bangalore,Delhi,87,60,3,183,9.6,8.7,0
23834,Rajasthan Royals,Kings XI Punjab,Jaipur,44,47,4,124,6.6,5.6,1
23835,Chennai Super Kings,Mumbai Indians,Mumbai,89,46,3,170,6.6,11.6,0
23836,Mumbai Indians,Kings XI Punjab,Mumbai,61,23,6,177,7.2,15.9,0
23837,Lucknow Super Giants,Mumbai Indians,Chennai,93,55,6,182,8.2,10.1,0
23838,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,127,96,2,159,8.0,7.9,0
23839,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,57,22,8,198,8.6,15.5,0
23840,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,10,20,3,160,9.0,3.0,1
23841,Kolkata Knight Riders,Mumbai Indians,Mumbai,44,34,4,171,8.9,7.8,0
23842,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,82,44,5,171,7.0,11.2,0
23843,Kings XI Punjab,Chennai Super Kings,Durban,73,62,2,116,4.4,7.1,0
23844,Rajasthan Royals,Delhi Capitals,Mumbai,102,52,5,184,7.2,11.8,0
23845,Rajasthan Royals,Kings XI Punjab,Chandigarh,53,23,6,179,7.8,13.8,0
23846,Chennai Super Kings,Rajasthan Royals,Chennai,123,83,1,185,10.1,8.9,1
23847,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,105,61,2,194,9.1,10.3,0
23848,Royal Challengers Bangalore,Deccan Chargers,Hyderabad,58,45,4,132,5.9,7.7,0
23849,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,38,41,4,128,6.8,5.6,1
23850,Rajasthan Royals,Kings XI Punjab,Mumbai,118,65,2,223,11.5,10.9,1
23851,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,61,40,3,171,8.2,9.2,0
23852,Gujarat Titans,Chennai Super Kings,Ahmedabad,95,77,1,178,11.6,7.4,1
23853,Chennai Super Kings,Delhi Capitals,Mumbai,175,123,0,175,-0.0,8.5,0
23854,Deccan Chargers,Mumbai Indians,Mumbai,87,60,5,172,8.5,8.7,0
23855,Chennai Super Kings,Kolkata Knight Riders,Kolkata,18,16,5,161,8.2,6.8,1
23856,Deccan Chargers,Kolkata Knight Riders,Kolkata,140,100,1,181,12.3,8.4,0
23857,Kings XI Punjab,Rajasthan Royals,Pune,87,63,4,162,7.9,8.3,0
23858,Kolkata Knight Riders,Mumbai Indians,Kolkata,109,58,3,182,7.1,11.3,0
23859,Mumbai Indians,Rajasthan Royals,Delhi,86,68,2,171,9.8,7.6,1
23860,Rajasthan Royals,Delhi Daredevils,Delhi,35,23,5,184,9.2,9.1,1
23861,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,101,78,3,132,4.4,7.8,0
23862,Kolkata Knight Riders,Chennai Super Kings,Ranchi,112,100,1,148,10.8,6.7,0
23863,Chennai Super Kings,Kolkata Knight Riders,Kolkata,80,74,2,119,5.1,6.5,1
23864,Kolkata Knight Riders,Delhi Capitals,Sharjah,10,27,2,135,8.1,2.2,1
23865,Kolkata Knight Riders,Mumbai Indians,Kolkata,130,73,2,182,6.6,10.7,0
23866,Royal Challengers Bangalore,Gujarat Titans,Mumbai,134,105,0,168,13.6,7.7,1
23867,Mumbai Indians,Royal Challengers Bangalore,Mumbai,25,21,4,171,8.8,7.1,1
23868,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,92,69,1,171,9.3,8.0,1
23869,Rajasthan Royals,Deccan Chargers,Kimberley,106,64,3,166,6.4,9.9,0
23870,Rajasthan Royals,Kolkata Knight Riders,Kolkata,44,50,4,147,8.8,5.3,1
23871,Lucknow Super Giants,Chennai Super Kings,Chennai,189,108,1,210,10.5,10.5,1
23872,Mumbai Indians,Sunrisers Hyderabad,Mumbai,110,95,2,158,11.5,6.9,1
23873,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,64,59,2,158,9.2,6.5,1
23874,Royal Challengers Bangalore,Delhi Daredevils,Delhi,51,44,5,160,8.6,7.0,1
23875,Chennai Super Kings,Delhi Daredevils,Delhi,16,19,5,185,10.0,5.1,1
23876,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,148,90,3,207,11.8,9.9,0
23877,Delhi Daredevils,Kings XI Punjab,Delhi,47,47,4,136,7.3,6.0,1
23878,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,48,20,3,168,7.2,14.4,0
23879,Deccan Chargers,Delhi Daredevils,Durban,141,110,0,173,19.2,7.7,0
23880,Delhi Daredevils,Deccan Chargers,Delhi,92,75,4,145,7.1,7.4,0
23881,Rajasthan Royals,Chennai Super Kings,Mumbai,174,114,0,188,14.0,9.2,0
23882,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,123,106,1,154,13.3,7.0,1
23883,Royal Challengers Bangalore,Deccan Chargers,Hyderabad,54,34,3,165,7.7,9.5,1
23884,Rajasthan Royals,Mumbai Indians,Jaipur,55,50,3,161,9.1,6.6,1
23885,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,12,26,2,174,10.3,2.8,1
23886,Chennai Super Kings,Kings XI Punjab,Chennai,11,16,5,136,7.2,4.1,0
23887,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,163,107,1,181,8.3,9.1,0
23888,Mumbai Indians,Delhi Capitals,Mumbai,40,61,1,110,7.1,3.9,1
23889,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,181,104,1,217,13.5,10.4,0
23890,Kolkata Knight Riders,Delhi Daredevils,Kolkata,76,84,1,128,8.7,5.4,1
23891,Chennai Super Kings,Mumbai Indians,Mumbai,48,52,2,157,9.6,5.5,1
23892,Rajasthan Royals,Mumbai Indians,Jaipur,161,121,0,167,-36.0,8.0,1
23893,Chennai Super Kings,Mumbai Indians,Cape Town,121,89,2,165,8.5,8.2,0
23894,Chennai Super Kings,Rajasthan Royals,Chennai,75,84,1,141,11.0,5.4,1
23895,Mumbai Indians,Kings XI Punjab,Centurion,6,35,2,119,8.0,1.0,1
23896,Mumbai Indians,Delhi Daredevils,Delhi,134,98,1,174,10.9,8.2,0
23897,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,89,72,2,160,8.9,7.4,1
23898,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,107,84,1,150,7.2,7.6,1
23899,Deccan Chargers,Mumbai Indians,Mumbai,89,43,6,178,6.9,12.4,0
23900,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,171,117,0,180,18.0,8.8,0
23901,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,55,69,1,155,11.8,4.8,1
23902,Mumbai Indians,Kings XI Punjab,Durban,61,53,4,119,5.2,6.9,0
23903,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,40,11,5,195,8.5,21.8,0
23904,Rajasthan Royals,Kings XI Punjab,Chandigarh,54,10,7,195,7.7,32.4,0
23905,Mumbai Indians,Kolkata Knight Riders,Mumbai,23,27,4,174,9.7,5.1,1
23906,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,117,79,3,163,6.7,8.9,1
23907,Mumbai Indians,Kolkata Knight Riders,Kolkata,29,17,5,175,8.5,10.2,1
23908,Rajasthan Royals,Delhi Capitals,Abu Dhabi,124,82,3,154,4.7,9.1,0
23909,Kolkata Knight Riders,Kings XI Punjab,Pune,17,31,5,155,9.3,3.3,1
23910,Chennai Super Kings,Mumbai Indians,Port Elizabeth,63,47,3,147,6.9,8.0,1
23911,Kings XI Punjab,Chennai Super Kings,Chennai,141,102,2,160,6.3,8.3,0
23912,Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,113,97,0,162,12.8,7.0,1
23913,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,173,121,1,174,-6.0,8.6,0
23914,Sunrisers Hyderabad,Rajasthan Royals,Pune,135,38,5,210,5.5,21.3,0
23915,Royal Challengers Bangalore,Delhi Capitals,Dubai,14,12,3,164,8.3,7.0,1
23916,Chennai Super Kings,Mumbai Indians,Mumbai,143,110,0,157,8.4,7.8,1
23917,Kolkata Knight Riders,Chennai Super Kings,Dubai,149,97,0,192,11.2,9.2,0
23918,Delhi Daredevils,Kings XI Punjab,Dharamsala,35,54,1,141,9.6,3.9,1
23919,Royal Challengers Bangalore,Mumbai Indians,Mumbai,122,87,1,187,11.8,8.4,0
23920,Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,129,124,0,130,-1.5,6.2,1
23921,Mumbai Indians,Chennai Super Kings,Mumbai,16,13,6,173,8.8,7.4,1
23922,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,159,96,2,190,7.8,9.9,1
23923,Mumbai Indians,Kolkata Knight Riders,Kolkata,79,51,4,175,8.3,9.3,1
23924,Chennai Super Kings,Mumbai Indians,Mumbai,40,45,2,141,8.1,5.3,1
23925,Chennai Super Kings,Mumbai Indians,Hyderabad,136,111,0,149,8.7,7.4,0
23926,Royal Challengers Bangalore,Mumbai Indians,Bangalore,173,85,1,209,6.2,12.2,0
23927,Chennai Super Kings,Kings XI Punjab,Mumbai,104,65,3,226,13.3,9.6,0
23928,Delhi Daredevils,Rajasthan Royals,Mumbai,52,25,5,189,8.7,12.5,0
23929,Delhi Capitals,Sunrisers Hyderabad,Delhi,114,55,4,266,14.0,12.4,0
23930,Kolkata Knight Riders,Chennai Super Kings,Mumbai,96,51,6,220,10.8,11.3,0
23931,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,75,58,1,144,6.7,7.8,0
23932,Delhi Daredevils,Mumbai Indians,Mumbai,153,85,2,209,9.6,10.8,0
23933,Kolkata Knight Riders,Chennai Super Kings,Chennai,127,111,1,144,11.3,6.9,1
23934,Rajasthan Royals,Deccan Chargers,Port Elizabeth,140,123,1,141,-2.0,6.8,1
23935,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,41,14,4,213,9.7,17.6,0
23936,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,45,37,3,171,9.1,7.3,1
23937,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,111,103,0,147,12.7,6.5,1
23938,Delhi Daredevils,Chennai Super Kings,Delhi,98,122,0,110,-36.0,4.8,1
23939,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,39,35,2,172,9.4,6.7,1
23940,Rajasthan Royals,Chennai Super Kings,Ahmedabad,78,70,0,156,9.4,6.7,1
23941,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,125,84,1,168,7.2,8.9,0
23942,Delhi Capitals,Mumbai Indians,Chennai,114,107,1,137,10.6,6.4,1
23943,Mumbai Indians,Kolkata Knight Riders,Kolkata,151,110,1,175,14.4,8.2,1
23944,Chennai Super Kings,Mumbai Indians,Mumbai,169,124,0,173,-6.0,8.2,1
23945,Lucknow Super Giants,Rajasthan Royals,Mumbai,156,102,2,178,7.3,9.2,0
23946,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,92,125,0,92,-0.0,4.4,1
23947,Mumbai Indians,Kings XI Punjab,Mumbai,3,9,7,197,10.5,2.0,1
23948,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,136,87,2,185,8.9,9.4,0
23949,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,120,115,1,130,12.0,6.3,1
23950,Lucknow Super Giants,Gujarat Titans,Pune,103,89,3,144,7.9,6.9,0
23951,Delhi Capitals,Mumbai Indians,Sharjah,94,96,3,129,8.8,5.9,1
23952,Kolkata Knight Riders,Delhi Daredevils,Delhi,111,93,0,160,10.9,7.2,1
23953,Rajasthan Royals,Royal Challengers Bangalore,Pune,101,53,4,180,7.1,11.4,0
23954,Mumbai Indians,Chennai Super Kings,Mumbai,64,99,2,97,9.4,3.9,1
23955,Mumbai Indians,Kings XI Punjab,Chandigarh,144,109,1,163,10.4,7.9,0
23956,Rajasthan Royals,Chennai Super Kings,Chennai,58,35,5,175,8.3,9.9,0
23957,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,69,40,4,189,9.0,10.4,0
23958,Kolkata Knight Riders,Chennai Super Kings,Chennai,88,71,1,153,8.0,7.4,0
23959,Mumbai Indians,Rajasthan Royals,Mumbai,49,69,1,103,6.4,4.3,1
23960,Delhi Capitals,Chennai Super Kings,Delhi,100,31,5,223,8.3,19.4,0
23961,Royal Challengers Bangalore,Mumbai Indians,Pune,133,111,0,151,12.0,7.2,1
23962,Kolkata Knight Riders,Chennai Super Kings,Chennai,87,70,1,153,7.9,7.5,0
23963,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,50,40,3,163,8.5,7.5,1
23964,Kolkata Knight Riders,Rajasthan Royals,Kolkata,105,96,1,131,6.5,6.6,1
23965,Royal Challengers Bangalore,Delhi Capitals,Dubai,136,95,2,164,6.7,8.6,1
23966,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,167,93,1,218,11.3,10.8,0
23967,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,45,71,2,130,10.4,3.8,1
23968,Kolkata Knight Riders,Mumbai Indians,Cuttack,53,47,1,141,7.2,6.8,1
23969,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,14,45,4,120,8.5,1.9,1
23970,Chennai Super Kings,Mumbai Indians,Mumbai,107,89,4,139,6.2,7.2,0
23971,Mumbai Indians,Kings XI Punjab,Mumbai,100,77,1,163,8.8,7.8,1
23972,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,137,122,1,138,-3.0,6.7,0
23973,Deccan Chargers,Kolkata Knight Riders,Hyderabad,37,15,7,204,9.5,14.8,0
23974,Kings XI Punjab,Delhi Daredevils,Delhi,28,56,4,120,8.6,3.0,1
23975,Delhi Daredevils,Kings XI Punjab,Delhi,65,80,1,111,6.9,4.9,1
23976,Kolkata Knight Riders,Rajasthan Royals,Kolkata,13,17,4,131,6.9,4.6,1
23977,Kolkata Knight Riders,Mumbai Indians,Mumbai,168,116,1,170,3.0,8.7,0
23978,Kings XI Punjab,Rajasthan Royals,Chandigarh,78,63,2,183,11.1,7.4,0
23979,Mumbai Indians,Rajasthan Royals,Kolkata,146,110,0,165,11.4,8.0,1
23980,Kings XI Punjab,Royal Challengers Bangalore,Indore,122,107,0,148,12.0,6.8,1
23981,Chennai Super Kings,Kings XI Punjab,Chandigarh,95,83,0,138,7.0,6.9,1
23982,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,148,119,1,150,12.0,7.5,0
23983,Chennai Super Kings,Sunrisers Hyderabad,Delhi,14,24,3,171,9.8,3.5,1
23984,Mumbai Indians,Royal Challengers Bangalore,Bangalore,121,91,4,142,4.3,8.0,1
23985,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,97,43,4,189,7.2,13.5,0
23986,Rajasthan Royals,Kolkata Knight Riders,Mumbai,142,82,5,191,7.7,10.4,0
23987,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,117,94,1,150,7.6,7.5,0
23988,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,66,58,1,149,8.0,6.8,1
23989,Chennai Super Kings,Gujarat Titans,Ahmedabad,186,113,0,214,24.0,9.9,1
23990,Delhi Daredevils,Chennai Super Kings,Johannesburg,154,115,0,163,10.8,8.0,0
23991,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,103,111,3,128,16.7,5.6,1
23992,Chennai Super Kings,Mumbai Indians,Chennai,56,37,5,148,6.7,9.1,0
23993,Royal Challengers Bangalore,Mumbai Indians,Mumbai,89,67,2,165,8.6,8.0,1
23994,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,97,90,2,136,7.8,6.5,0
23995,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178,119,1,185,42.0,9.0,1
23996,Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,74,67,3,153,8.9,6.6,1
23997,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,154,125,0,155,-1.2,7.4,1
23998,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,41,47,3,125,6.9,5.2,1
23999,Royal Challengers Bangalore,Mumbai Indians,Mumbai,45,43,1,141,7.5,6.3,1
24000,Mumbai Indians,Chennai Super Kings,Mumbai,136,110,0,156,12.0,7.4,1
24001,Kolkata Knight Riders,Deccan Chargers,Cuttack,53,59,4,126,7.2,5.4,1
24002,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,88,46,6,174,7.0,11.5,0
24003,Rajasthan Royals,Mumbai Indians,Jaipur,113,65,4,174,6.7,10.4,0
24004,Chennai Super Kings,Mumbai Indians,Chennai,17,37,3,139,8.8,2.8,1
24005,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,142,79,2,204,9.1,10.8,1
24006,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,148,98,0,177,7.9,9.1,1
24007,Delhi Daredevils,Chennai Super Kings,Chennai,129,107,2,150,9.7,7.2,0
24008,Delhi Daredevils,Kings XI Punjab,Dharamsala,45,60,1,141,9.6,4.5,1
24009,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,158,86,2,209,9.0,11.0,0
24010,Rajasthan Royals,Kolkata Knight Riders,Kolkata,122,94,1,175,12.2,7.8,1
24011,Mumbai Indians,Chennai Super Kings,Chennai,104,93,0,158,12.0,6.7,1
24012,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,38,31,4,141,6.9,7.4,0
24013,Kings XI Punjab,Mumbai Indians,Mumbai,17,16,4,163,8.4,6.4,1
24014,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,188,101,0,235,14.8,11.2,0
24015,Mumbai Indians,Chennai Super Kings,Chennai,46,53,2,131,7.6,5.2,1
24016,Deccan Chargers,Mumbai Indians,Hyderabad,41,8,8,172,7.0,30.8,0
24017,Mumbai Indians,Kolkata Knight Riders,Kolkata,149,64,4,232,8.9,14.0,0
24018,Sunrisers Hyderabad,Mumbai Indians,Chennai,150,121,0,150,-0.0,7.4,0
24019,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,74,66,0,139,7.2,6.7,1
24020,Delhi Daredevils,Kolkata Knight Riders,Durban,126,108,0,154,14.0,7.0,1
24021,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,48,42,3,174,9.7,6.9,1
24022,Kings XI Punjab,Royal Challengers Bangalore,Durban,151,111,0,168,11.3,8.2,1
24023,Mumbai Indians,Sunrisers Hyderabad,Mumbai,134,83,3,172,6.2,9.7,0
24024,Chennai Super Kings,Royal Challengers Bangalore,Pune,62,38,4,173,8.1,9.8,0
24025,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,82,97,3,128,12.0,5.1,1
24026,Chennai Super Kings,Delhi Daredevils,Delhi,35,27,4,187,9.8,7.8,1
